Fielding_Percentage,Scoring,Hit_Batters,Earned_Run_Average,Triples_per_Game,Home_Runs_per_game,Slugging_Percentage,Double_Plays_per_Game,On_Base_Percentage,Stolen_Bases_per_Game,Strikeout-to-Walk_Ratio,Batting_Average,Doubles_per_Game,Shutouts,Team_Strikeouts_Per_Seven_Innings,Conf__ACC,Conf__ASUN,Conf__America East,Conf__Atlantic 10,Conf__Big 12,Conf__Big East,Conf__Big Sky,Conf__Big South,Conf__Big Ten,Conf__Big West,Conf__C-USA,Conf__CAA,Conf__Horizon,Conf__IVY,Conf__Ivy,Conf__MAAC,Conf__MAC,Conf__MEAC,Conf__MVC,Conf__MWC,Conf__NEC,Conf__OVC,Conf__Pac-12,Conf__Patriot,Conf__SEC,Conf__SWAC,Conf__SoCon,Conf__Southland,Conf__Summit,Conf__Sun Belt,Conf__WAC,Conf__WCC
0.964,5.62,28.0,4.6,0.1,1.05,0.474,0.29,0.395,0.45,1.36,0.277,1.79,4.0,6.6659999999999995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.963,5.32,36.0,3.43,0.14,0.93,0.453,0.26,0.373,1.16,2.11,0.293,1.23,6.0,6.462000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.966,4.76,24.0,3.99,0.14,0.65,0.412,0.29,0.377,0.51,1.26,0.282,1.19,3.0,6.6659999999999995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.957,4.69,16.0,2.68,0.04,1.04,0.438,0.47,0.351,0.51,2.81,0.262,1.2,10.0,7.136,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.965,5.12,15.0,3.34,0.12,1.16,0.437,0.35,0.361,0.86,1.63,0.263,0.96,8.0,6.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.968,4.64,27.0,3.76,0.13,0.71,0.429,0.2,0.36,0.36,2.2,0.281,1.57,8.0,6.666000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.961,4.78,31.0,2.34,0.11,0.72,0.427,0.17,0.364,0.52,1.9,0.293,1.19,8.0,7.546000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.963,3.93,11.0,1.85,0.18,0.54,0.382,0.18,0.346,0.54,3.32,0.27,0.93,15.0,7.8340000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.969,4.73,32.0,2.37,0.15,0.6,0.423,0.21,0.368,1.23,2.3,0.286,1.46,10.0,7.62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.962,3.27,34.0,3.85,0.04,0.31,0.345,0.33,0.325,0.96,1.1,0.265,1.16,4.0,6.784000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.963,3.87,19.0,6.27,0.26,0.7,0.429,0.52,0.357,0.63,0.63,0.276,1.17,2.0,6.566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.946,4.88,22.0,4.6,0.21,0.85,0.44,0.35,0.365,1.44,1.35,0.267,1.5,3.0,6.8340000000000005,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.955,5.44,41.0,3.3,0.25,1.24,0.489,0.15,0.379,0.95,1.81,0.295,1.16,4.0,6.462000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.964,5.04,21.0,2.61,0.16,1.11,0.475,0.35,0.362,0.91,3.94,0.291,1.38,8.0,6.587999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.964,3.69,60.0,2.83,0.22,0.44,0.384,0.46,0.343,1.0,2.03,0.279,0.96,8.0,7.090000000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.96,4.71,16.0,3.03,0.11,0.91,0.441,0.38,0.352,0.71,1.59,0.278,1.32,6.0,6.766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.972,3.83,20.0,2.34,0.03,0.51,0.376,0.08,0.347,0.76,2.38,0.274,1.19,9.0,7.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.971,5.32,26.0,3.53,0.21,0.8,0.434,0.39,0.373,0.79,1.36,0.275,1.46,7.0,6.462000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.957,4.5,18.0,4.19,0.27,0.38,0.42,0.33,0.382,0.77,1.03,0.311,1.15,5.0,6.578,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9596,3.382,37.4,2.96,0.13999999999999999,0.42000000000000004,0.3544,0.302,0.3308,1.126,1.9119999999999997,0.25620000000000004,1.0260000000000002,6.6,7.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.969,3.98,19.0,2.78,0.05,0.59,0.351,0.32,0.321,0.79,1.42,0.239,1.04,9.0,6.7299999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.963,2.69,25.0,4.02,0.27,0.29,0.304,0.29,0.289,0.92,2.01,0.215,0.73,5.0,6.796000000000001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.961,4.9,16.0,2.47,0.08,0.98,0.463,0.2,0.37,0.57,3.26,0.29,1.53,10.0,6.888,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.955,5.08,26.0,4.39,0.15,0.98,0.463,0.23,0.376,1.48,1.35,0.285,1.38,6.0,6.8340000000000005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.963,4.44,8.0,3.46,0.1,0.88,0.42,0.25,0.347,0.54,1.58,0.268,1.31,6.0,6.5760000000000005,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.964,6.02,17.0,3.48,0.31,0.71,0.502,0.26,0.405,1.26,2.09,0.341,1.68,6.0,6.668000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.942,4.04,29.0,5.38,0.09,1.0,0.45,0.36,0.331,0.43,1.2,0.269,1.42,4.0,6.628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.962,4.39,65.0,3.95,0.05,0.7,0.399,0.18,0.362,0.67,1.42,0.264,1.33,6.0,6.6659999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.967,4.69,19.0,3.81,0.15,0.58,0.425,0.4,0.376,1.96,1.23,0.289,1.52,8.0,6.7780000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.966,3.37,31.0,3.53,0.16,0.35,0.318,0.27,0.334,1.06,1.8,0.233,0.75,5.0,6.812,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.974,4.87,45.0,3.15,0.2,0.46,0.404,0.33,0.365,0.74,1.25,0.297,1.17,9.0,6.678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.96,4.69,38.0,3.57,0.3,0.61,0.423,0.17,0.352,0.89,1.76,0.273,1.56,5.0,6.5840000000000005,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.959,5.17,18.0,3.13,0.19,0.65,0.424,0.17,0.376,0.52,2.36,0.29,1.19,9.0,6.494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.954,4.24,33.0,5.84,0.2,0.49,0.405,0.29,0.35,0.8,0.55,0.288,1.2,2.0,6.831999999999999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.951,5.06,52.0,2.82,0.15,1.11,0.44,0.35,0.364,0.8,1.9,0.243,1.44,10.0,6.656000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.962,6.13,39.0,4.22,0.2,0.93,0.497,0.49,0.404,1.42,0.98,0.323,1.36,12.0,6.7620000000000005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.957,3.61,38.0,3.82,0.12,0.47,0.365,0.25,0.34,1.24,1.44,0.264,1.0,7.0,6.672,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.974,4.13,27.0,2.26,0.26,0.67,0.417,0.3,0.333,0.98,3.27,0.273,1.26,14.0,7.724000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.963,3.98,35.0,4.09,0.11,0.52,0.355,0.31,0.341,0.89,1.17,0.249,0.98,4.0,6.606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.961,4.28,24.0,3.59,0.06,0.51,0.373,0.28,0.344,0.96,2.03,0.267,1.17,9.0,6.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.959,5.26,25.0,2.75,0.25,0.33,0.403,0.26,0.377,3.98,1.22,0.301,1.28,10.0,6.843999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.956,4.42,44.0,4.69,0.26,0.51,0.405,0.23,0.358,0.89,1.44,0.263,1.38,6.0,6.628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.957,4.62,25.0,3.77,0.22,0.56,0.393,0.18,0.353,0.75,2.28,0.263,1.31,5.0,6.464,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.963,5.3,37.0,3.96,0.26,0.94,0.457,0.17,0.363,0.85,1.9,0.275,1.42,8.0,6.58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.962,3.76,51.0,3.34,0.15,0.61,0.396,0.37,0.332,0.59,2.09,0.257,1.43,4.0,6.706,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.957,3.86,21.0,4.23,0.06,0.61,0.381,0.37,0.347,0.43,1.82,0.257,1.22,7.0,6.606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.954,4.59,31.0,3.82,0.2,0.67,0.413,0.49,0.347,0.59,1.28,0.286,1.03,11.0,6.572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.944,5.16,29.0,3.84,0.15,0.95,0.459,0.2,0.367,0.6,1.9,0.306,1.13,1.0,6.5840000000000005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.958,4.0,59.0,4.04,0.22,0.62,0.387,0.38,0.325,0.95,1.02,0.253,1.13,7.0,6.606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.958,3.73,33.0,2.65,0.12,0.56,0.372,0.35,0.324,0.83,2.22,0.253,1.31,7.0,7.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.968,4.98,19.0,3.11,0.26,0.35,0.373,0.47,0.341,1.6,1.19,0.269,1.33,3.0,6.706,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.963,4.65,14.0,3.03,0.25,0.27,0.381,0.25,0.38,0.56,2.3,0.294,1.1,4.0,6.860000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.966,3.86,33.0,2.83,0.18,0.61,0.387,0.21,0.35,1.04,1.66,0.261,1.07,9.0,7.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.954,4.15,25.0,3.97,0.24,0.72,0.395,0.39,0.347,0.93,1.44,0.244,1.17,8.0,6.475999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.964,3.75,36.0,3.72,0.16,0.27,0.38,0.2,0.347,1.05,2.35,0.289,1.31,6.0,6.731999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.964,3.88,40.0,4.18,0.18,0.32,0.377,0.39,0.356,0.41,1.05,0.272,1.41,5.0,6.605999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.951,5.08,66.0,4.85,0.08,1.08,0.473,0.39,0.375,0.31,0.98,0.291,1.55,4.0,6.6659999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.945,3.44,24.0,3.55,0.12,0.28,0.341,0.62,0.341,1.72,0.99,0.26,1.0,3.0,6.634,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.961,3.14,37.0,4.95,0.1,0.55,0.366,0.49,0.318,0.29,0.82,0.246,1.25,5.0,6.6579999999999995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.963,4.77,34.0,5.09,0.13,0.4,0.401,0.7,0.383,1.62,0.65,0.305,1.19,5.0,6.8340000000000005,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.942,3.93,16.0,3.51,0.16,0.88,0.427,0.14,0.34,0.7,2.58,0.261,1.2,6.0,6.51,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.966,3.89,52.0,4.69,0.15,0.81,0.395,0.5,0.332,0.74,0.91,0.258,0.87,4.0,6.575999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.949,4.94,34.0,4.24,0.2,0.74,0.436,0.2,0.378,0.94,1.63,0.286,1.37,5.0,6.566,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.96,3.88,17.0,3.15,0.04,0.56,0.364,0.24,0.328,0.6,2.04,0.258,1.08,8.0,6.742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.958,4.36,38.0,4.36,0.16,0.5,0.419,0.52,0.354,0.64,1.32,0.29,1.68,2.0,6.554,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.968,5.0,34.0,3.97,0.16,0.52,0.407,0.27,0.361,1.61,1.27,0.283,1.34,2.0,6.58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.962,3.78,28.0,4.74,0.27,0.47,0.375,0.33,0.33,0.65,1.23,0.253,1.1,1.0,6.655999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.963,4.09,32.0,4.31,0.13,0.47,0.384,0.28,0.358,0.62,1.05,0.274,1.13,4.0,6.476000000000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.963,4.78,16.0,3.64,0.26,0.5,0.428,0.24,0.366,1.2,1.37,0.302,1.32,9.0,6.5840000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.938,3.38,87.0,5.22,0.17,0.36,0.343,0.4,0.335,0.87,1.02,0.248,0.94,4.0,6.5760000000000005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.958,4.81,28.0,3.5,0.23,0.42,0.384,0.47,0.335,1.43,1.18,0.268,1.4,6.0,6.5920000000000005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.958,4.81,29.0,5.62,0.06,1.02,0.44,0.26,0.367,0.21,1.12,0.275,1.15,5.0,6.578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.957,4.93,20.0,2.88,0.3,0.77,0.437,0.34,0.36,0.95,1.47,0.283,1.34,9.0,6.49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.944,3.57,30.0,6.66,0.15,0.64,0.367,0.11,0.333,0.19,0.96,0.231,1.06,3.0,6.566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.953,4.0,55.0,3.42,0.16,0.6,0.403,0.29,0.353,1.25,1.67,0.271,1.36,5.0,6.5920000000000005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.953,4.88,27.0,5.82,0.2,0.88,0.441,0.22,0.37,0.9,0.99,0.271,1.3,3.0,6.869999999999999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.949,3.48,19.0,4.05,0.17,0.71,0.371,0.29,0.34,0.6,1.5,0.232,1.02,7.0,6.7379999999999995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.958,4.35,25.0,2.77,0.35,0.52,0.419,0.33,0.357,1.21,2.52,0.284,1.31,9.0,7.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.964,4.53,16.0,3.64,0.23,0.4,0.355,0.08,0.356,0.53,3.74,0.257,1.05,2.0,6.4879999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.947,5.8,45.0,5.4,0.25,1.1,0.481,0.2,0.378,0.57,0.92,0.287,1.62,4.0,6.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.959,4.32,51.0,3.32,0.1,0.73,0.416,0.27,0.348,0.93,1.9,0.282,1.25,5.0,6.380000000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.952,5.07,35.0,4.56,0.14,0.46,0.384,0.16,0.365,1.18,1.31,0.278,1.11,4.0,6.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.952,4.24,20.0,4.4,0.27,0.53,0.388,0.35,0.343,1.78,1.4,0.261,1.2,4.0,6.522,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.956,4.41,51.0,3.67,0.08,0.96,0.428,0.29,0.348,0.27,1.0,0.261,1.31,2.0,6.5760000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.966,4.42,29.0,7.0,0.12,0.98,0.458,0.5,0.36,0.36,0.61,0.286,1.28,2.0,6.618,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.947,5.76,31.0,3.93,0.35,0.76,0.472,0.15,0.387,1.02,1.76,0.297,1.5,7.0,6.7620000000000005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.952,4.8,33.0,3.84,0.14,0.89,0.43,0.43,0.378,0.66,1.37,0.279,0.98,5.0,6.6659999999999995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.951,4.46,22.0,4.28,0.27,0.73,0.447,0.35,0.354,0.81,1.75,0.277,1.75,2.0,6.578,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.967,4.23,38.0,3.13,0.11,0.43,0.374,0.3,0.338,2.32,1.71,0.269,1.09,7.0,7.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.948,2.72,24.0,2.99,0.12,0.09,0.287,0.35,0.313,1.02,1.16,0.236,0.79,4.0,6.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.956,3.56,39.0,6.18,0.07,1.02,0.402,0.46,0.337,0.7,0.58,0.244,0.78,3.0,6.566,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.961,3.63,33.0,3.24,0.13,0.72,0.393,0.24,0.319,0.17,1.25,0.255,1.2,6.0,6.802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.948,4.0,21.0,3.42,0.07,0.61,0.39,0.2,0.33,0.33,1.48,0.275,1.24,6.0,6.632000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.968,4.25,11.0,2.68,0.14,0.56,0.394,0.35,0.348,1.46,2.06,0.269,1.4,9.0,7.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.974,4.35,22.0,4.68,0.12,0.61,0.375,0.22,0.346,0.98,0.91,0.263,0.92,4.0,6.678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.955,3.96,23.0,4.27,0.09,0.89,0.385,0.2,0.309,0.76,1.29,0.242,0.93,6.0,6.566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.949,4.19,24.0,2.81,0.2,0.39,0.38,0.15,0.337,1.2,2.27,0.277,1.13,17.0,7.330000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.963,4.45,39.0,5.52,0.27,0.48,0.401,0.14,0.342,1.75,1.12,0.271,1.5,1.0,6.831999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.957,4.87,35.0,4.0,0.19,0.21,0.352,0.19,0.344,1.36,1.18,0.27,1.15,3.0,6.580000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.958,3.71,28.0,4.39,0.08,0.6,0.4,0.37,0.339,0.35,0.67,0.268,1.52,5.0,6.656000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.948,2.27,23.0,4.3,0.04,0.31,0.294,0.43,0.281,0.31,0.94,0.215,0.98,1.0,6.846000000000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.959,4.76,33.0,4.02,0.31,0.71,0.432,0.33,0.36,0.58,1.15,0.278,1.11,5.0,6.6659999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.952,4.1,33.0,6.37,0.22,0.66,0.433,0.26,0.36,0.18,0.82,0.286,1.44,1.0,6.566,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.956,3.34,31.0,2.95,0.17,0.47,0.361,0.32,0.305,1.39,1.81,0.248,1.14,13.0,7.26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.955,3.0,25.0,3.5,0.06,0.54,0.337,0.16,0.313,0.78,2.38,0.235,0.92,4.0,6.846000000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.958,2.91,28.0,3.32,0.06,0.17,0.296,0.23,0.32,1.64,1.04,0.242,0.77,4.0,6.798,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.954,4.83,25.0,3.66,0.15,0.54,0.416,0.26,0.373,2.07,1.33,0.292,1.39,6.0,6.662000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
