,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,WCWS_in_History,Conf__ACC,Conf__ASUN,Conf__America East,Conf__Atlantic 10,Conf__Big 12,Conf__Big East,Conf__Big Sky,Conf__Big South,Conf__Big Ten,Conf__Big West,Conf__C-USA,Conf__CAA,Conf__Horizon,Conf__IVY,Conf__Ivy,Conf__MAAC,Conf__MAC,Conf__MEAC,Conf__MVC,Conf__MWC,Conf__NEC,Conf__OVC,Conf__Pac-12,Conf__Patriot,Conf__SEC,Conf__SWAC,Conf__SoCon,Conf__Southland,Conf__Summit,Conf__Sun Belt,Conf__WAC,Conf__WCC
0,5.104586917159058,-0.877302933148669,2.429085348478186,1.1661826691613117,1.2944679947021875,0.29853070795602676,0.15743460736827308,-0.2033349727626032,-0.5562130462430688,-0.5409977053703156,1.729315904688921,0.7457620256713288,0.26122410021235587,-0.36280803528509364,0.06847868275989025,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5.538221245220658,-1.5532584287266178,0.16367406048832867,2.4591813643686717,0.09970175399629802,0.9535010293469661,-0.005728440659501498,0.9244584477216684,-1.1536140052163717,0.5069149996700208,-0.173177870949994,0.7866804306445235,-0.7317857664531586,0.3770240636928892,0.006053012299816773,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,5.4589484474289405,-1.4447950174200328,0.33273982983214945,2.100589453489439,-0.7966201688059756,-0.7785662687827907,-0.3970475120954844,1.3312756856971046,-1.2970380748146435,0.9171840227065075,-0.8253230820601387,0.9505608377081463,-0.5115263856093583,0.2487248900812173,-0.007244141532211972,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,6.697601652217956,-2.4508110838306916,-0.8324920152369785,1.7936224152821574,-0.5776520681254572,1.2247392604859293,-1.0168368909866337,0.9081504580026337,-0.970367843610767,0.5441744425045619,-0.5990299267153316,1.320343578324775,-0.24203518167487523,0.337250859028428,0.06156477582011055,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5.48435003599809,-2.531001441537506,0.1528202150667024,1.7764630319727908,-0.760884765839074,-0.16243425733480016,-0.1627261424578991,-0.05302769636386143,-1.7551560336316314,0.16829806608190076,0.0676913939212287,1.3898234879701266,-0.6005820244690891,0.485984708249173,-0.006807874278901567,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,4.068924138641901,-2.1438385191824962,-0.17596089858069194,1.7703601090027483,0.022417080088198444,-0.543467569042483,-0.6764713691168089,0.33804746015099313,1.0316941541583853,1.5825215334876064,-0.04509224419242673,0.3180383214971289,0.7784420726173649,0.43881400157294154,0.1842375370869852,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,4.1301919209546645,-2.4679747713416678,-1.0124943567874465,0.7864431994860456,-0.5524143456370835,-1.0405835658770939,-0.3306331205192992,1.423325898564014,-0.9022379219912973,-0.27134375423356516,0.24716127792553322,0.8314542706496676,-0.16393569294685864,0.023303631883399772,-0.011808626024823547,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,4.1473734060727105,-0.10624571854668399,2.033861170810558,1.9115109496282325,-1.5559848243555296,0.5086253971782315,-1.2609191318191058,0.4468670206408935,-0.6189020985855442,1.0685970053493816,-0.0061445879533876336,-0.18731047747798632,-0.10689815197901317,-0.7937024549960194,0.04492843011632323,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,3.2418401579427694,-2.3160960491291327,0.14143013589820144,3.1861267945546214,1.1484958984002063,-0.47698530759821545,-0.014639018404518643,0.753884802687915,0.218644817682304,1.123453629199879,0.497472344739624,1.0251924860189134,0.07198732022381696,-0.12450933604597816,0.08305733831957524,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9,2.2311320025775747,-0.42375447210491124,0.8980828804123866,2.503990482446577,-0.325587822252344,1.036372403730089,-1.0315307424085849,0.27940349825794314,-0.726588159948958,1.6314839116937685,-0.5702672726731325,-0.013838954866348374,0.5598558101343402,-0.3616234320883033,-0.03268196941942876,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10,1.7845533592894745,-4.378805424166162,0.19837828006526045,1.9350270738037336,-0.049864292479576536,0.47786758201266044,0.677452453844404,0.11633066994362148,0.409629186230168,-0.3812266470861467,0.0496178171487036,0.42226657704978304,0.3811867614531324,-0.5716939363348228,-0.0724661483635275,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11,4.091763257561488,-2.1864697460209572,-1.798540255438243,1.0318797383458853,-0.7728484101500679,-0.1326460026643373,-0.17120053718396283,1.2415127541496709,0.03158408245064717,-0.5603192436792722,-0.0975682015373289,0.6099195574190983,-0.6788312865413222,0.04385150617453371,-0.0075149154864522175,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12,2.2791603275636936,-0.6102222222507375,1.665151786565519,2.65500354837854,0.4337312480174673,1.0008538723099176,-1.2460384779569016,0.4207744974791324,0.40067962426408044,0.7516065693950604,-0.44828104313398026,0.270477295132051,0.17862132194616434,-0.5647465379268779,0.032471447680046554,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13,3.063230441644288,-2.4065368442034556,0.3147024103045172,2.9942483188682676,0.5022266954136425,0.1309037727675288,-0.0701915532874313,0.35217443564351253,-0.42263211432863834,1.0903074275537585,-0.4128078251056213,0.979766753929265,-0.3521707021746029,-0.15326682643850825,0.05291652508773426,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14,2.2823290457139374,-2.55988107794352,1.0875829580369405,2.12837511857444,0.07232168305797389,0.3680796902633545,-0.5804005426606176,1.6373456857460624,-0.2080346100437667,1.0736199312762942,0.16788744669553457,0.8778944789499444,-0.19364408548102713,0.049760856401100347,0.061165437899713494,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15,2.4032426902362625,-1.0073883877054206,0.2495082382101309,-1.1039596253729447,-0.6776940734241776,-0.7625903457450715,-0.34522790006441967,-0.04354183364144287,0.751054347358179,-0.9072915549103536,-1.3333652789312587,-0.5057496461468386,-0.3185631867218134,0.14189341513686446,0.0014413405831481335,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2.13652274998659,-2.519936187946471,0.2820842519006844,3.0868148578562997,-1.7020034704105216,-0.6063505285307217,-0.5776011152043664,1.447916553999126,0.03482119922533414,1.8822930188680669,0.07055247013258731,0.6619603113793359,-0.19846743417038656,0.09505534390847614,-0.02592155608673485,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17,3.7840592461239297,0.15501310220941625,-0.5764142823374652,2.0031199726506417,-0.014401632228315614,-0.8602327411413722,-0.724552979738202,0.19106348232578432,0.44402481096734914,-0.2728101994971372,0.48880287733721617,-0.07802815065294184,0.5270661729715282,-0.0824596171154411,-0.04607827367129704,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1.2468215017926345,-2.216789824132646,0.6676630058277379,0.4375269569212945,1.4658150683345774,0.31936579276558097,1.4192522499537386,-0.8257248295448112,0.8014980183748351,-0.6544704338310392,-0.5984295414131068,-0.6339523289683494,0.30137665198295194,0.06374210524724334,-0.07382045863233587,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19,2.821596003500615,-1.8124995784979272,0.6537443068633938,-1.078705957164031,1.7929267078301119,0.3247590240860181,-0.04714488621658413,-0.13177228730171392,0.7190032256414138,-0.8288686366853998,0.22636555448557544,-0.46367474477300485,0.0666750655194512,0.3177769145142378,0.023772906832389123,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20,3.5836285641980514,-1.8834919035685087,1.4785661996033896,1.7012181660165968,-1.22290309366002,-1.39907316062424,0.4357522129001031,1.3032667624507175,-0.30006177185384353,1.1093792278878183,0.7420052000048327,0.7051536381939951,-0.17871818228770964,-0.16184654069854593,-0.03217237271730448,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21,2.4900306608379923,-0.7723122525647966,0.5069087919000471,3.23734782083841,0.42402418803476094,-1.1628584795919865,0.7031967238017517,-0.7914777001803867,0.13840400451477708,0.757932284125158,-0.3960806900379806,-0.12152595333676303,0.49938224309537704,-0.032530619554812325,-0.04056764994641068,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
