mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_reg_alpha,param_random_state,param_n_estimators,param_min_child_weight,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1.9444377422332764,0.21770102215118523,0.005927419662475586,0.0004745611853332892,0.8,0,1,300,5,4,0.1,5,0.6,"{'subsample': 0.8, 'reg_alpha': 0, 'random_state': 1, 'n_estimators': 300, 'min_child_weight': 5, 'max_depth': 4, 'learning_rate': 0.1, 'gamma': 5, 'colsample_bytree': 0.6}",-31.86324464755555,-33.820091923592834,-33.599640757676454,-32.82376755706735,-34.21699887725032,-33.264748752628506,0.8349870853850258,1
2.0403433799743653,0.1592063892796409,0.006346940994262695,0.0009790798218429942,0.8,0,1,200,2,5,0.1,0,0.8,"{'subsample': 0.8, 'reg_alpha': 0, 'random_state': 1, 'n_estimators': 200, 'min_child_weight': 2, 'max_depth': 5, 'learning_rate': 0.1, 'gamma': 0, 'colsample_bytree': 0.8}",-32.97231484523332,-34.489788876808504,-33.352696991576146,-32.50079292218552,-34.66952660326925,-33.59702404781455,0.8484068305174298,2
1.3019003868103027,0.1711524745852348,0.006126117706298828,0.0008797771354747836,0.6,0,1,200,2,3,0.1,0,1.0,"{'subsample': 0.6, 'reg_alpha': 0, 'random_state': 1, 'n_estimators': 200, 'min_child_weight': 2, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 0, 'colsample_bytree': 1.0}",-32.97461288723522,-34.13457634293245,-33.76468012245524,-31.486152637850033,-36.15635354491717,-33.70327510707803,1.526693540193069,3
1.6431365966796876,0.09117888003350712,0.005930471420288086,0.0005005193728291382,0.6,0,1,300,10,3,0.1,5,1.0,"{'subsample': 0.6, 'reg_alpha': 0, 'random_state': 1, 'n_estimators': 300, 'min_child_weight': 10, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 5, 'colsample_bytree': 1.0}",-33.95953931988181,-33.83118324401683,-33.42890886739023,-32.39444816235827,-35.01978845054205,-33.72677360883784,0.8486204249908217,4
1.9206598281860352,0.12743522279708533,0.0067460060119628905,0.002277491808498583,1.0,0,1,300,5,3,0.1,2,1.0,"{'subsample': 1.0, 'reg_alpha': 0, 'random_state': 1, 'n_estimators': 300, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 2, 'colsample_bytree': 1.0}",-34.28203238515035,-34.06432632115072,-33.48978640243239,-31.97703294084682,-34.843287352009966,-33.73129308031805,0.9784181410893105,5
1.4785766124725341,0.1037508244626672,0.005769205093383789,0.0006996863245063035,0.8,0,1,300,1,3,0.05,1,0.6,"{'subsample': 0.8, 'reg_alpha': 0, 'random_state': 1, 'n_estimators': 300, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.05, 'gamma': 1, 'colsample_bytree': 0.6}",-33.04254966653511,-33.485435340725004,-34.693507228004684,-31.85954197499733,-35.66489958861806,-33.74918675977604,1.3191933136991159,6
3.4453722476959228,0.28331557521718426,0.0075931549072265625,0.0013351905422969033,1.0,0,1,300,1,5,0.1,5,0.6,"{'subsample': 1.0, 'reg_alpha': 0, 'random_state': 1, 'n_estimators': 300, 'min_child_weight': 1, 'max_depth': 5, 'learning_rate': 0.1, 'gamma': 5, 'colsample_bytree': 0.6}",-32.38681799873535,-35.76876909745212,-33.84465620673121,-32.36586709044497,-34.402342086648055,-33.753690496002335,1.287164297624369,7
1.4296670436859131,0.049420166744810194,0.0054397106170654295,0.0002807909121703435,0.6,0,1,300,5,3,0.05,0,0.6,"{'subsample': 0.6, 'reg_alpha': 0, 'random_state': 1, 'n_estimators': 300, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.6}",-32.96453191275479,-34.04931840557135,-34.89024597473438,-31.694739701844988,-35.63815907449283,-33.84739901387967,1.3963179617215107,8
2.384401226043701,0.15738403701271558,0.006142807006835937,0.000359871830694733,1.0,0,1,300,5,5,0.1,0,0.6,"{'subsample': 1.0, 'reg_alpha': 0, 'random_state': 1, 'n_estimators': 300, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.1, 'gamma': 0, 'colsample_bytree': 0.6}",-32.7100702482149,-34.71321368403634,-34.65113002627573,-32.472673672100626,-34.716724960272806,-33.852762518180086,1.0329171152676464,9
2.222507429122925,0.055674509086858566,0.006379938125610352,0.0005473659952019954,0.6,0,1,300,2,4,0.1,2,0.6,"{'subsample': 0.6, 'reg_alpha': 0, 'random_state': 1, 'n_estimators': 300, 'min_child_weight': 2, 'max_depth': 4, 'learning_rate': 0.1, 'gamma': 2, 'colsample_bytree': 0.6}",-32.56585565586533,-34.542540580326396,-34.40182215411938,-33.12169550881488,-34.75747240626546,-33.8778772610783,0.8698499564104536,10
1.278502607345581,0.03585282129136612,0.005670070648193359,0.0002478752557156877,0.6,0,1,200,10,4,0.1,0,0.8,"{'subsample': 0.6, 'reg_alpha': 0, 'random_state': 1, 'n_estimators': 200, 'min_child_weight': 10, 'max_depth': 4, 'learning_rate': 0.1, 'gamma': 0, 'colsample_bytree': 0.8}",-33.439866853678616,-34.86553661427404,-34.076591539358745,-31.162244845535465,-35.97295355277708,-33.90343868112479,1.610437743767162,11
