mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_tweedie_variance_power,param_subsample,param_reg_alpha,param_random_state,param_n_estimators,param_min_child_weight,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
5.332446193695068,0.1153225912256831,0.006212091445922852,0.00043882929109911303,1.5,0.8,0,1,300,5,5,0.05,1,0.8,"{'tweedie_variance_power': 1.5, 'subsample': 0.8, 'reg_alpha': 0, 'random_state': 1, 'n_estimators': 300, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.05, 'gamma': 1, 'colsample_bytree': 0.8}",-31.917566519773995,-33.115992654476344,-34.557059599050405,-37.152040011571735,-37.36362141521565,-34.82125604001762,2.158949347554012,1
4.295844793319702,0.06684955867419956,0.006932401657104492,0.0007689280260847759,1.5,0.8,0,1,300,5,4,0.05,1,0.8,"{'tweedie_variance_power': 1.5, 'subsample': 0.8, 'reg_alpha': 0, 'random_state': 1, 'n_estimators': 300, 'min_child_weight': 5, 'max_depth': 4, 'learning_rate': 0.05, 'gamma': 1, 'colsample_bytree': 0.8}",-32.8631882552678,-32.28528938670563,-34.14226898735421,-37.08191100246968,-37.967563826145984,-34.86804429158866,2.26826134190731,2
2.4797118663787843,0.06478989992312714,0.005334377288818359,0.0005120089250924022,1.8,0.6,0,1,200,1,4,0.1,1,0.8,"{'tweedie_variance_power': 1.8, 'subsample': 0.6, 'reg_alpha': 0, 'random_state': 1, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.1, 'gamma': 1, 'colsample_bytree': 0.8}",-32.37943900546045,-33.09982407877962,-34.693557781464975,-36.86973873345722,-38.26751058752486,-35.06201403733743,2.223746161675444,3
2.6503135681152346,0.0881196220242121,0.005181074142456055,0.0006222870704433852,1.7,0.8,0,1,300,1,3,0.1,2,0.6,"{'tweedie_variance_power': 1.7, 'subsample': 0.8, 'reg_alpha': 0, 'random_state': 1, 'n_estimators': 300, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 2, 'colsample_bytree': 0.6}",-33.722221270556894,-32.18706520016149,-35.44896331628541,-37.98339448739935,-37.315952816883254,-35.33151941825728,2.166178350136287,4
5.00351095199585,0.07233994378074707,0.005690240859985351,0.0012599636033524533,1.6,1.0,0,1,300,5,5,0.05,1,0.6,"{'tweedie_variance_power': 1.6, 'subsample': 1.0, 'reg_alpha': 0, 'random_state': 1, 'n_estimators': 300, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.05, 'gamma': 1, 'colsample_bytree': 0.6}",-33.088030163767144,-32.62531750804132,-35.607214565621234,-37.2676682283296,-38.096178837108496,-35.336881860573556,2.1828719965311056,5
3.190625,0.07316241364049049,0.00563502311706543,0.000550808676027212,1.5,0.8,0,1,200,2,4,0.1,1,1.0,"{'tweedie_variance_power': 1.5, 'subsample': 0.8, 'reg_alpha': 0, 'random_state': 1, 'n_estimators': 200, 'min_child_weight': 2, 'max_depth': 4, 'learning_rate': 0.1, 'gamma': 1, 'colsample_bytree': 1.0}",-32.782522130934176,-33.134551594108785,-35.04260164512996,-38.28092249306709,-37.71118763594943,-35.390357099837885,2.269450075717725,6
3.6997201442718506,0.45437054698682505,0.006171226501464844,0.00041997937221891326,1.5,1.0,0,1,200,5,5,0.05,0,0.6,"{'tweedie_variance_power': 1.5, 'subsample': 1.0, 'reg_alpha': 0, 'random_state': 1, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.6}",-32.649918435705914,-33.08148726355407,-34.891836964234805,-37.61050135468634,-39.11571929225574,-35.46989266208737,2.52448572058127,7
3.486438274383545,0.1859493880510443,0.006208610534667969,0.0009524741059054049,1.6,0.8,0,1,300,5,3,0.05,5,0.8,"{'tweedie_variance_power': 1.6, 'subsample': 0.8, 'reg_alpha': 0, 'random_state': 1, 'n_estimators': 300, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.05, 'gamma': 5, 'colsample_bytree': 0.8}",-34.71563710303012,-32.9447484048515,-34.247540328427,-38.03343217736357,-38.49844165994176,-35.68795993472279,2.1884002100913413,8
1.4398593425750732,0.08179292089000242,0.005408668518066406,0.0006195018113630169,1.8,0.8,0,1,100,2,4,0.1,1,0.8,"{'tweedie_variance_power': 1.8, 'subsample': 0.8, 'reg_alpha': 0, 'random_state': 1, 'n_estimators': 100, 'min_child_weight': 2, 'max_depth': 4, 'learning_rate': 0.1, 'gamma': 1, 'colsample_bytree': 0.8}",-33.36654223621711,-33.24226137570628,-34.22681641273714,-38.410762741323765,-39.31399774836518,-35.712076102869894,2.610144033041841,9
3.4570258617401124,0.26042509043189926,0.006429862976074219,0.0004703132276043262,1.6,1.0,0,1,200,10,5,0.1,0,0.6,"{'tweedie_variance_power': 1.6, 'subsample': 1.0, 'reg_alpha': 0, 'random_state': 1, 'n_estimators': 200, 'min_child_weight': 10, 'max_depth': 5, 'learning_rate': 0.1, 'gamma': 0, 'colsample_bytree': 0.6}",-32.882379991169906,-33.18771338525753,-35.59543031320537,-38.61799050014875,-38.394695589551254,-35.73564195586656,2.4507632485568887,10
