mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_reg_alpha,param_random_state,param_n_estimators,param_min_child_weight,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
4.8211852550506595,0.15782094082961762,0.006442928314208984,0.0017711116267285162,0.6,0,1,300,10,4,0.1,5,1.0,"{'subsample': 0.6, 'reg_alpha': 0, 'random_state': 1, 'n_estimators': 300, 'min_child_weight': 10, 'max_depth': 4, 'learning_rate': 0.1, 'gamma': 5, 'colsample_bytree': 1.0}",-33.484060999270596,-33.07486673731015,-34.58025127252443,-37.93703272478127,-38.12787044287214,-35.44081643535172,2.1734091751307636,1
1.067324161529541,0.19480834280018794,0.004605770111083984,0.0007368137852950071,0.8,0,1,100,10,3,0.2,0,0.8,"{'subsample': 0.8, 'reg_alpha': 0, 'random_state': 1, 'n_estimators': 100, 'min_child_weight': 10, 'max_depth': 3, 'learning_rate': 0.2, 'gamma': 0, 'colsample_bytree': 0.8}",-33.980295053766156,-32.40523088572305,-35.19841438452735,-37.77941841377936,-39.22690538544522,-35.718052824648225,2.4829776383689737,2
12.674824237823486,0.5289044763771971,0.01086583137512207,0.0052292532403733875,1.0,0,1,300,5,5,0.05,0,0.8,"{'subsample': 1.0, 'reg_alpha': 0, 'random_state': 1, 'n_estimators': 300, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.8}",-33.43674005354174,-33.163008408413084,-35.35375343620355,-37.74958502325342,-39.16097178056929,-35.77281174039622,2.3592869808359413,3
4.461134338378907,0.4351270205663736,0.007767820358276367,0.0018022351017221183,0.8,0,1,300,2,3,0.2,2,1.0,"{'subsample': 0.8, 'reg_alpha': 0, 'random_state': 1, 'n_estimators': 300, 'min_child_weight': 2, 'max_depth': 3, 'learning_rate': 0.2, 'gamma': 2, 'colsample_bytree': 1.0}",-34.051189332048004,-33.18881973147454,-35.762640503674206,-39.658524584093385,-40.141751865824475,-36.56058520342292,2.8539295314060937,4
3.9869224071502685,0.33590225768583354,0.014253807067871094,0.00687765236887532,0.8,0,1,300,2,3,0.02,0,1.0,"{'subsample': 0.8, 'reg_alpha': 0, 'random_state': 1, 'n_estimators': 300, 'min_child_weight': 2, 'max_depth': 3, 'learning_rate': 0.02, 'gamma': 0, 'colsample_bytree': 1.0}",-37.82211285159399,-37.99315960836618,-36.3137012718145,-43.90560604428638,-44.011572100821425,-40.00923037537649,3.2773599862149485,5
1.957757568359375,0.12636166284553146,0.007768440246582031,0.0033536749108637547,0.8,0,1,100,1,5,0.5,0,0.6,"{'subsample': 0.8, 'reg_alpha': 0, 'random_state': 1, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 5, 'learning_rate': 0.5, 'gamma': 0, 'colsample_bytree': 0.6}",-39.703043762817614,-38.90131328209712,-42.749379880543785,-47.8586926094244,-48.135214699083946,-43.469528846793374,3.9142560180548513,6
8.222777032852173,1.1113693460707124,0.006113433837890625,0.0008652697452483021,1.0,0,1,300,10,5,1,5,1.0,"{'subsample': 1.0, 'reg_alpha': 0, 'random_state': 1, 'n_estimators': 300, 'min_child_weight': 10, 'max_depth': 5, 'learning_rate': 1, 'gamma': 5, 'colsample_bytree': 1.0}",-45.57927599714674,-44.91948644882755,-39.59063300326394,-49.49958166855179,-50.70310709069575,-46.05841684169716,3.9185132140683323,7
5.067698812484741,1.1891013043099692,0.016114568710327147,0.0050817519673543084,1.0,0,1,200,1,4,0.02,1,0.8,"{'subsample': 1.0, 'reg_alpha': 0, 'random_state': 1, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.02, 'gamma': 1, 'colsample_bytree': 0.8}",-59.19774254043029,-61.101482383773664,-63.691691119250706,-72.60989404193649,-77.43317241921483,-66.8067965009212,7.024927033291181,8
3.5777626037597656,0.18883522770137198,0.006112337112426758,0.0007403434743092868,0.8,0,1,200,10,4,0.02,0,0.6,"{'subsample': 0.8, 'reg_alpha': 0, 'random_state': 1, 'n_estimators': 200, 'min_child_weight': 10, 'max_depth': 4, 'learning_rate': 0.02, 'gamma': 0, 'colsample_bytree': 0.6}",-61.53555815127999,-61.73427670665786,-65.49763408916536,-72.82039833197139,-78.40157360958472,-67.99788817773187,6.6142132304822985,9
0.853835153579712,0.05040909783647921,0.005782890319824219,0.0004041129902229492,0.8,0,1,100,10,3,0.01,0,0.6,"{'subsample': 0.8, 'reg_alpha': 0, 'random_state': 1, 'n_estimators': 100, 'min_child_weight': 10, 'max_depth': 3, 'learning_rate': 0.01, 'gamma': 0, 'colsample_bytree': 0.6}",-154.17554068462024,-157.1448677449341,-164.38000408345266,-173.63956220812182,-185.1509537786442,-166.89818569995458,11.330876803945271,10
