Ranking,College,Conference,Record,Road,Neutral,Home,Non-Div-I
61,Pittsburgh,Atlantic Coast,24-23-0,6-13-0,10-3-0,8-7-0,0-0-0
62,Illinois St.,Missouri Valley,33-24-0,11-9-0,10-7-0,12-8-0,0-0-0
63,UCF,AAC,29-23-0,9-8-0,4-1-0,16-14-0,0-0-0
64,Liberty,Big South,46-24-0,13-8-0,11-8-0,22-8-0,0-0-0
65,Northwestern,Big Ten,25-29-0,6-13-0,9-12-0,10-4-0,0-0-0
66,Hofstra,Colonial,27-23-0,11-12-0,8-6-0,8-5-0,0-0-0
67,Utah St.,Mountain West,33-18-0,10-8-0,14-6-0,9-4-0,0-0-0
68,St. John's (NY),Big East,32-16-0,14-5-0,9-7-0,9-4-0,0-0-0
69,CSUN,Big West,32-22-0,10-9-0,7-8-0,15-5-0,0-0-0
70,Boston College,Atlantic Coast,31-22-0,8-12-0,11-7-0,12-3-0,0-0-0
71,Long Beach St.,Big West,23-28-1,7-3-0,5-9-0,11-17-1,0-0-0
72,Syracuse,Atlantic Coast,31-19-0,12-9-0,11-5-0,8-5-0,0-0-0
73,Grand Canyon,Western Athletic,36-18-0,7-8-0,6-5-0,23-5-0,0-0-0
74,UNI,Missouri Valley,33-19-0,10-10-0,8-6-0,15-3-0,0-0-0
75,Louisiana Tech,Conference USA,38-24-0,7-12-0,10-7-0,21-5-0,0-0-0
76,Lehigh,Patriot,36-20-0,13-8-0,6-10-0,17-2-0,0-0-0
77,FGCU,ASUN,30-30-0,6-9-0,5-7-0,19-14-0,0-0-0
78,Wichita St.,Missouri Valley,32-20-0,10-8-0,9-7-0,13-5-0,0-0-0
79,Houston,AAC,30-25-0,7-10-0,2-4-0,21-11-0,0-0-0
80,Murray St.,OVC,36-20-0,8-10-0,14-7-0,14-3-0,0-0-0
80,Kent St.,Mid-American,33-28-0,14-12-0,13-11-0,6-5-0,0-0-0
82,Col. of Charleston,Colonial,33-23-0,9-9-0,6-4-0,18-10-0,0-0-0
83,Stanford,Pac-12,19-32-0,3-11-0,9-6-0,7-15-0,0-0-0
84,North Florida,ASUN,31-27-0,5-15-0,8-6-0,18-6-0,0-0-0
85,Hawaii,Big West,29-23-0,1-8-0,2-2-0,26-13-0,0-0-0
86,Northern Ill.,Mid-American,33-21-0,7-10-0,13-8-0,13-3-0,0-0-0
87,Boise St.,Mountain West,33-20-0,12-10-0,14-1-0,7-9-0,0-0-0
88,UT Arlington,Sun Belt,32-28-0,4-9-0,8-7-0,20-12-0,0-0-0
89,Southern Ill.,Missouri Valley,33-24-0,10-10-0,11-9-0,12-5-0,0-0-0
90,UT Martin,OVC,39-20-0,11-8-0,18-5-0,9-7-0,1-0-0
91,Nebraska,Big Ten,24-29-0,7-12-0,4-11-0,13-6-0,0-0-0
91,Michigan St.,Big Ten,34-24-0,11-15-0,13-4-0,10-5-0,0-0-0
93,Weber St.,Big Sky,37-22-1,10-7-1,12-9-0,15-6-0,0-0-0
94,UNCW,Colonial,35-20-1,7-10-1,8-3-0,20-7-0,0-0-0
95,Nevada,Mountain West,30-25-0,8-10-0,13-8-0,9-7-0,0-0-0
96,Memphis,AAC,29-27-0,6-12-0,4-5-0,19-10-0,0-0-0
97,Colorado St.,Mountain West,28-22-0,6-10-0,5-2-0,17-10-0,0-0-0
98,Elon,Colonial,32-21-0,10-9-0,0-4-0,22-8-0,0-0-0
99,Charlotte,Conference USA,30-23-0,5-12-0,4-6-0,21-5-0,0-0-0
100,North Texas,Conference USA,25-31-0,4-21-0,8-3-0,13-7-0,0-0-0
101,Western Ky.,Conference USA,31-31-0,9-15-0,8-6-0,14-10-0,0-0-0
102,Lamar University,Southland,34-31-0,7-15-0,8-7-0,19-9-0,0-0-0
103,Longwood,Big South,30-29-0,7-15-0,7-7-0,16-7-0,0-0-0
104,Nicholls St.,Southland,37-20-0,15-9-0,8-9-0,14-2-0,0-0-0
105,Southern Miss.,Conference USA,27-26-0,12-11-0,2-1-0,13-14-0,0-0-0
106,La.-Monroe,Sun Belt,33-30-0,10-15-0,9-5-0,14-10-0,0-0-0
107,Coastal Caro.,Sun Belt,32-23-0,1-13-0,0-1-0,31-9-0,0-0-0
108,DePaul,Big East,29-23-0,11-13-0,10-8-0,8-2-0,0-0-0
109,Eastern Ill.,OVC,28-21-0,9-8-0,13-9-0,6-4-0,0-0-0
110,Massachusetts,Atlantic 10,29-24-0,13-9-0,9-12-0,7-3-0,0-0-0
111,UC Santa Barbara,Big West,31-28-0,6-11-0,9-10-0,16-7-0,0-0-0
112,Belmont,OVC,35-22-0,8-7-0,13-4-0,14-11-0,0-0-0
113,North Carolina St.,Atlantic Coast,18-38-0,7-16-0,4-6-0,7-16-0,0-0-0
114,Pacific,West Coast,28-26-0,6-11-0,6-5-0,16-10-0,0-0-0
115,Stetson,ASUN,26-21-0,1-8-0,5-0-0,20-13-0,0-0-0
116,Troy,Sun Belt,20-34-0,2-15-0,4-5-0,14-14-0,0-0-0
117,Ball St.,Mid-American,30-28-0,8-11-0,12-15-0,10-2-0,0-0-0
118,Ga. Southern,Sun Belt,24-29-0,6-11-0,4-4-0,14-14-0,0-0-0
119,Ill.-Chicago,Horizon,39-22-0,11-10-0,13-10-0,15-2-0,0-0-0
120,East Carolina,AAC,26-30-0,4-13-0,5-4-0,17-13-0,0-0-0
121,Army West Point,Patriot,36-21-0,10-10-0,16-8-0,10-3-0,0-0-0
122,UNLV,Mountain West,25-27-0,5-11-0,4-4-0,15-12-0,1-0-0
123,Jacksonville,ASUN,30-25-0,3-13-0,4-4-0,23-8-0,0-0-0
124,Montana,Big Sky,35-24-0,10-7-0,8-12-0,15-5-0,2-0-0
125,UC Riverside,Big West,28-24-0,3-9-0,1-4-0,24-11-0,0-0-0
126,Indiana,Big Ten,23-31-0,3-14-0,10-11-0,10-6-0,0-0-0
127,Delaware,Colonial,24-29-0,8-11-0,5-12-0,11-6-0,0-0-0
128,Virginia,Atlantic Coast,22-32-0,9-17-0,6-5-0,7-10-0,0-0-0
129,Penn St.,Big Ten,23-33-0,7-18-0,9-7-0,7-8-0,0-0-0
130,Abilene Christian,Southland,33-22-0,12-9-0,6-7-0,15-6-0,0-0-0
131,Drake,Missouri Valley,28-27-0,5-13-0,16-5-0,7-9-0,0-0-0
132,New Mexico St.,Western Athletic,29-25-0,8-9-0,4-6-0,17-10-0,0-0-0
133,Kansas,Big 12,24-28-0,5-9-0,10-8-0,9-11-0,0-0-0
134,UNCG,Southern,29-24-0,8-10-0,8-4-0,13-10-0,0-0-0
135,Texas Tech,Big 12,19-36-0,4-14-0,11-8-0,4-14-0,0-0-0
136,UC Davis,Big West,22-33-0,8-12-0,3-7-0,11-14-0,0-0-0
137,Miami (OH),Mid-American,29-24-0,7-13-0,6-9-0,16-2-0,0-0-0
138,North Dakota St.,Summit League,29-33-0,11-15-0,9-13-0,9-5-0,0-0-0
139,Villanova,Big East,35-20-0,13-8-0,8-6-0,14-6-0,0-0-0
140,Purdue,Big Ten,20-36-0,2-15-0,9-17-0,9-4-0,0-0-0
141,Princeton,Ivy League,25-20-0,11-12-0,4-4-0,10-4-0,0-0-0
142,Eastern Ky.,OVC,27-31-0,10-12-0,11-12-0,6-7-0,0-0-0
143,Loyola Chicago,Missouri Valley,27-26-0,3-15-0,15-4-0,9-7-0,0-0-0
144,Towson,Colonial,23-27-0,6-14-0,8-7-0,9-6-0,0-0-0
145,Bradley,Missouri Valley,21-32-0,7-16-0,11-6-0,3-10-0,0-0-0
146,UAB,Conference USA,21-33-0,7-10-0,3-14-0,11-9-0,0-0-0
147,Boston U.,Patriot,25-27-0,11-13-0,5-10-0,9-4-0,0-0-0
148,Winthrop,Big South,27-31-0,5-14-0,8-6-0,14-11-0,0-0-0
149,Loyola Marymount,West Coast,20-31-0,4-5-0,4-6-0,12-20-0,0-0-0
150,Iowa St.,Big 12,23-35-0,7-17-0,9-13-0,7-5-0,0-0-0
151,Missouri St.,Missouri Valley,23-26-0,8-12-0,10-7-0,5-7-0,0-0-0
152,Iowa,Big Ten,19-32-0,6-14-0,2-11-0,11-7-0,0-0-0
153,Morehead St.,OVC,26-22-0,6-10-0,7-4-0,11-8-0,2-0-0
154,Evansville,Missouri Valley,20-33-0,8-14-0,4-7-0,8-12-0,0-0-0
155,Georgia Tech,Atlantic Coast,19-34-0,4-13-0,0-5-0,15-16-0,0-0-0
156,Campbell,Big South,29-29-0,10-11-0,6-6-0,13-12-0,0-0-0
157,Furman,Southern,31-23-0,10-9-0,4-5-0,17-9-0,0-0-0
158,Southeastern La.,Southland,26-29-0,7-14-0,1-6-0,18-9-0,0-0-0
159,Virginia Tech,Atlantic Coast,19-34-0,4-19-0,8-3-0,7-12-0,0-0-0
160,Saint Joseph's,Atlantic 10,25-28-0,13-7-0,5-15-0,7-6-0,0-0-0
161,UTSA,Conference USA,21-32-0,5-21-0,4-1-0,12-10-0,0-0-0
162,Radford,Big South,27-28-0,11-15-0,4-3-0,12-10-0,0-0-0
163,Mercer,Southern,26-31-0,3-10-0,7-9-0,16-12-0,0-0-0
164,Iona,Metro Atlantic,27-24-0,9-11-0,9-8-0,9-5-0,0-0-0
165,Northwestern St.,Southland,23-33-1,6-18-0,10-6-1,7-9-0,0-0-0
166,San Diego,West Coast,22-24-0,4-9-0,7-8-0,11-7-0,0-0-0
167,Central Ark.,Southland,26-34-0,7-18-0,3-5-0,14-11-0,2-0-0
168,New Mexico,Mountain West,20-30-0,4-12-0,8-7-0,8-11-0,0-0-0
169,Harvard,Ivy League,22-19-0,9-8-0,6-7-0,7-4-0,0-0-0
170,ETSU,Southern,29-26-0,7-13-0,9-8-0,13-5-0,0-0-0
171,George Washington,Atlantic 10,28-24-0,8-7-0,3-8-0,17-9-0,0-0-0
172,Austin Peay,OVC,17-31-0,5-16-0,6-8-0,6-7-0,0-0-0
173,Southeast Mo. St.,OVC,23-27-0,10-12-0,8-8-0,4-7-0,1-0-0
174,Dayton,Atlantic 10,29-27-0,8-14-0,11-4-0,10-9-0,0-0-0
175,Toledo,Mid-American,24-34-0,5-20-0,12-10-0,7-4-0,0-0-0
176,Providence,Big East,23-25-0,5-14-0,6-8-0,12-3-0,0-0-0
177,Butler,Big East,23-29-0,5-10-0,11-14-0,7-5-0,0-0-0
178,UConn,AAC,17-31-0,5-12-0,7-11-0,5-8-0,0-0-0
179,Saint Louis,Atlantic 10,25-25-0,7-12-0,10-6-0,8-7-0,0-0-0
180,Maryland,Big Ten,11-39-1,5-12-0,1-15-1,5-12-0,0-0-0
181,Indiana St.,Missouri Valley,24-29-0,9-13-0,11-7-0,4-9-0,0-0-0
182,Sam Houston St.,Southland,24-27-0,8-13-0,6-7-0,10-7-0,0-0-0
183,Penn,Ivy League,22-18-0,10-3-0,3-6-0,9-9-0,0-0-0
184,Albany (NY),America East,27-18-0,4-9-0,14-6-0,9-3-0,0-0-0
185,Western Mich.,Mid-American,25-29-0,7-9-0,14-13-0,4-7-0,0-0-0
186,Charleston So.,Big South,26-36-0,10-13-0,3-8-0,13-15-0,0-0-0
187,Rutgers,Big Ten,14-37-0,5-12-0,7-16-0,2-9-0,0-0-0
188,Binghamton,America East,22-25-0,7-6-0,5-10-0,10-9-0,0-0-0
189,UMass Lowell,America East,21-19-0,9-9-0,5-7-0,7-3-0,0-0-0
190,Middle Tenn.,Conference USA,19-30-0,6-15-0,7-4-0,6-11-0,0-0-0
191,Akron,Mid-American,27-30-0,12-13-0,8-6-0,7-11-0,0-0-0
192,SFA,Southland,17-33-0,4-19-0,6-7-0,7-7-0,0-0-0
193,LIU Brooklyn,Northeast,20-32-0,2-13-0,12-10-0,6-9-0,0-0-0
194,Idaho St.,Big Sky,18-27-0,6-12-0,9-8-0,3-7-0,0-0-0
195,Maine,America East,19-25-0,13-14-0,2-9-0,4-2-0,0-0-0
196,Omaha,Summit League,15-30-0,6-14-0,7-14-0,2-2-0,0-0-0
197,Sacramento St.,Big Sky,21-28-1,6-10-0,7-10-0,8-8-1,0-0-0
198,Fairfield,Metro Atlantic,26-28-0,8-13-0,8-11-0,10-4-0,0-0-0
199,Youngstown St.,Horizon,31-28-0,12-14-0,5-8-0,14-6-0,0-0-0
200,Bucknell,Patriot,23-20-0,5-13-0,12-3-0,6-4-0,0-0-0
201,Monmouth,Metro Atlantic,25-31-0,7-11-0,8-14-0,10-6-0,0-0-0
202,Marist,Metro Atlantic,37-22-0,19-10-0,8-6-0,10-6-0,0-0-0
203,Bowling Green,Mid-American,24-32-0,4-21-0,12-8-0,8-3-0,0-0-0
204,Seton Hall,Big East,22-25-1,6-8-1,7-8-0,9-9-0,0-0-0
205,South Dakota,Summit League,22-32-0,8-14-0,9-14-0,5-4-0,0-0-0
206,Valparaiso,Horizon,28-23-0,9-8-0,11-5-0,8-10-0,0-0-0
207,Seattle U,Western Athletic,20-32-0,8-15-0,10-13-0,2-4-0,0-0-0
208,Samford,Southern,25-36-0,9-14-0,10-12-0,6-10-0,0-0-0
209,Wagner,Northeast,22-25-0,11-14-0,2-6-0,9-5-0,0-0-0
210,Manhattan,Metro Atlantic,34-21-0,14-7-0,8-8-0,12-6-0,0-0-0
211,Tennessee Tech,OVC,16-30-0,7-11-0,6-14-0,3-5-0,0-0-0
212,Creighton,Big East,18-32-0,6-15-0,6-11-0,6-6-0,0-0-0
213,Utah Valley,Western Athletic,16-24-0,2-11-0,3-10-0,11-3-0,0-0-0
214,Wright St.,Horizon,21-31-0,9-15-0,2-11-0,10-5-0,0-0-0
215,Quinnipiac,Metro Atlantic,23-27-0,5-16-0,7-8-0,11-3-0,0-0-0
216,La Salle,Atlantic 10,20-27-0,9-10-0,7-7-0,4-10-0,0-0-0
217,Eastern Mich.,Mid-American,17-34-0,6-14-0,9-10-0,2-10-0,0-0-0
218,Florida A&M,Mid-Eastern,23-32-1,9-12-0,8-18-1,6-2-0,0-0-0
219,Northern Colo.,Big Sky,20-35-0,5-21-0,9-9-0,6-5-0,0-0-0
220,Hampton,Mid-Eastern,23-22-0,10-12-0,5-7-0,8-3-0,0-0-0
221,Western Caro.,Southern,18-30-0,5-17-0,5-7-0,8-6-0,0-0-0
222,IUPUI,Summit League,23-31-0,7-13-0,10-14-0,6-4-0,0-0-0
223,Presbyterian,Big South,18-32-0,4-16-0,6-6-0,8-10-0,0-0-0
224,Western Ill.,Summit League,22-32-0,6-14-0,11-14-0,5-4-0,0-0-0
225,North Dakota,Big Sky,23-32-0,3-16-0,12-12-0,8-4-0,0-0-0
226,George Mason,Atlantic 10,23-33-0,6-12-0,1-5-0,16-16-0,0-0-0
227,Columbia,Ivy League,20-28-0,5-15-0,4-8-0,11-5-0,0-0-0
228,Southern Utah,Big Sky,15-31-0,4-11-0,3-11-0,8-8-0,0-1-0
229,Bethune-Cookman,Mid-Eastern,24-33-0,6-3-0,4-21-0,14-9-0,0-0-0
230,Houston Baptist,Southland,17-26-0,6-13-0,4-2-0,7-11-0,0-0-0
231,Colgate,Patriot,13-30-1,3-13-1,6-10-0,4-7-0,0-0-0
232,Appalachian St.,Sun Belt,14-34-0,4-19-0,7-5-0,3-10-0,0-0-0
233,Central Conn. St.,Northeast,15-24-0,7-10-0,2-7-0,6-7-0,0-0-0
234,Oakland,Horizon,20-26-0,5-11-0,15-9-0,0-6-0,0-0-0
235,Saint Mary's (CA),West Coast,17-31-0,3-11-0,8-11-0,6-9-0,0-0-0
236,Siena,Metro Atlantic,21-30-0,8-13-0,2-12-0,11-5-0,0-0-0
237,Santa Clara,West Coast,12-37-0,3-11-0,3-4-0,6-22-0,0-0-0
238,Gardner-Webb,Big South,16-34-0,6-14-0,0-4-0,10-16-0,0-0-0
239,Dartmouth,Ivy League,11-28-1,3-14-0,0-12-1,8-2-0,0-0-0
240,Georgetown,Big East,11-37-0,2-21-0,6-8-0,3-8-0,0-0-0
240,UTEP,Conference USA,12-36-0,4-18-0,3-9-0,5-9-0,0-0-0
242,Drexel,Colonial,19-30-0,12-14-0,1-5-0,6-11-0,0-0-0
243,Sacred Heart,Northeast,23-28-0,9-14-0,6-6-0,8-8-0,0-0-0
244,Detroit Mercy,Horizon,18-34-0,7-11-0,6-15-0,5-8-0,0-0-0
245,Niagara,Metro Atlantic,19-26-0,7-12-0,6-6-0,6-8-0,0-0-0
246,Incarnate Word,Southland,13-40-0,8-17-0,2-10-0,3-13-0,0-0-0
247,Portland St.,Big Sky,9-36-0,3-15-0,1-13-0,5-8-0,0-0-0
248,Alabama St.,Southwestern,22-35-0,7-14-0,3-9-0,12-12-0,0-0-0
249,Rhode Island,Atlantic 10,11-33-0,5-15-0,1-10-0,5-8-0,0-0-0
250,CSU Bakersfield,Western Athletic,12-33-0,8-13-0,2-9-0,2-11-0,0-0-0
251,Holy Cross,Patriot,13-30-0,6-12-0,2-11-0,5-7-0,0-0-0
252,Yale,Ivy League,17-28-0,4-10-0,2-14-0,11-4-0,0-0-0
253,UMKC,Western Athletic,17-38-0,3-20-0,9-10-0,5-8-0,0-0-0
254,Lafayette,Patriot,13-28-0,6-14-0,1-2-0,6-12-0,0-0-0
255,Chattanooga,Southern,15-38-0,3-9-0,6-13-0,6-16-0,0-0-0
256,Cornell,Ivy League,13-28-1,4-14-0,4-4-0,4-9-1,1-1-0
257,Delaware St.,Mid-Eastern,19-29-0,6-15-0,3-11-0,10-3-0,0-0-0
258,Morgan St.,Mid-Eastern,23-23-0,10-8-0,5-11-0,8-4-0,0-0-0
259,Robert Morris,Northeast,19-33-0,10-12-0,5-14-0,4-7-0,0-0-0
260,A&M-Corpus Christi,Southland,12-36-0,5-17-0,3-8-0,4-11-0,0-0-0
261,Bryant,Northeast,12-36-0,5-11-0,4-15-0,3-10-0,0-0-0
262,South Dakota St.,Summit League,19-35-0,1-17-0,13-14-0,5-4-0,0-0-0
263,Northern Ky.,Horizon,14-38-0,3-15-0,6-12-0,5-11-0,0-0-0
264,Fort Wayne,Summit League,12-36-0,3-9-0,5-19-0,4-8-0,0-0-0
265,Canisius,Metro Atlantic,21-32-0,6-14-0,9-9-0,6-9-0,0-0-0
266,Tennessee St.,OVC,12-37-0,5-12-0,3-6-0,3-19-0,1-0-0
267,Stony Brook,America East,18-29-0,6-11-0,3-10-0,9-8-0,0-0-0
268,Mt. St. Mary's,Northeast,20-31-0,7-11-0,4-9-0,9-11-0,0-0-0
269,Brown,Ivy League,16-29-0,5-11-0,4-11-0,7-7-0,0-0-0
270,Alcorn,Southwestern,16-31-0,6-13-0,1-7-0,7-9-0,2-2-0
271,Mississippi Val.,Southwestern,13-33-0,5-11-0,4-13-0,3-7-0,1-2-0
272,UMBC,America East,22-30-0,6-11-0,3-8-0,13-11-0,0-0-0
273,N.C. A&T,Mid-Eastern,19-30-1,10-13-0,4-8-0,5-9-1,0-0-0
274,Texas Southern,Southwestern,25-21-0,8-13-0,2-1-0,7-5-0,8-2-0
275,St. Bonaventure,Atlantic 10,12-37-0,3-13-0,6-13-0,3-11-0,0-0-0
276,Alabama A&M,Southwestern,17-31-0,6-9-0,4-14-0,5-8-0,2-0-0
277,Ark.-Pine Bluff,Southwestern,20-24-0,5-9-0,4-9-0,6-3-0,5-3-0
278,Buffalo,Mid-American,9-46-0,3-24-0,3-13-0,3-9-0,0-0-0
279,N.C. Central,Mid-Eastern,13-30-0,3-13-0,3-9-0,7-8-0,0-0-0
280,Prairie View,Southwestern,20-28-0,10-12-0,1-8-0,4-8-0,5-0-0
281,Green Bay,Horizon,4-31-0,3-12-0,1-12-0,0-7-0,0-0-0
282,Cleveland St.,Horizon,8-44-0,4-15-0,1-17-0,3-12-0,0-0-0
283,Savannah St.,Mid-Eastern,4-36-0,1-14-0,0-12-0,3-10-0,0-0-0
284,Norfolk St.,Mid-Eastern,12-24-0,1-15-0,4-1-0,7-8-0,0-0-0
285,Fairleigh Dickinson,Northeast,5-37-0,3-13-0,0-12-0,2-12-0,0-0-0
286,Southern U.,Southwestern,17-22-0,2-12-0,2-4-0,6-5-0,7-1-0
287,Jackson St.,Southwestern,12-36-0,2-14-0,0-7-0,6-13-0,4-2-0
288,UMES,Mid-Eastern,11-27-0,8-16-0,1-4-0,2-7-0,0-0-0
289,Rider,Metro Atlantic,6-44-0,2-22-0,0-6-0,4-16-0,0-0-0
290,Saint Peter's,Metro Atlantic,6-34-0,2-18-0,1-7-0,3-9-0,0-0-0
291,Hartford,America East,4-45-0,2-16-0,2-16-0,0-13-0,0-0-0
292,Howard,Mid-Eastern,4-34-0,1-13-0,0-10-0,3-11-0,0-0-0
293,Coppin St.,Mid-Eastern,10-42-0,4-15-0,0-10-0,6-17-0,0-0-0
294,South Carolina St.,Mid-Eastern,2-39-0,0-15-0,0-13-0,2-11-0,0-0-0
295,Grambling,Southwestern,13-32-0,1-11-0,0-8-0,2-7-0,10-6-0
